id,home_team_win
0,True
1,True
2,True
3,False
4,False
5,False
6,True
7,False
8,False
9,True
10,True
11,False
12,False
13,False
14,True
15,False
16,False
17,False
18,False
19,True
20,True
21,False
22,True
23,True
24,True
25,True
26,True
27,False
28,False
29,False
30,True
31,True
32,False
33,True
34,True
35,False
36,False
37,True
38,False
39,False
40,True
41,False
42,False
43,True
44,True
45,False
46,False
47,False
48,True
49,True
50,True
51,False
52,False
53,False
54,True
55,False
56,False
57,True
58,True
59,True
60,True
61,True
62,False
63,False
64,False
65,True
66,False
67,False
68,True
69,False
70,False
71,True
72,False
73,True
74,False
75,True
76,True
77,False
78,False
79,True
80,True
81,True
82,True
83,True
84,False
85,True
86,True
87,False
88,True
89,True
90,True
91,False
92,True
93,True
94,True
95,True
96,False
97,True
98,True
99,True
100,True
101,False
102,True
103,False
104,True
105,True
106,False
107,True
108,True
109,False
110,False
111,False
112,True
113,True
114,False
115,False
116,True
117,False
118,True
119,True
120,True
121,True
122,False
123,False
124,True
125,True
126,True
127,False
128,True
129,True
130,True
131,False
132,True
133,False
134,True
135,False
136,False
137,True
138,True
139,True
140,False
141,True
142,False
143,True
144,True
145,False
146,True
147,True
148,False
149,True
150,True
151,True
152,False
153,True
154,True
155,False
156,False
157,False
158,True
159,True
160,True
161,False
162,True
163,False
164,False
165,True
166,False
167,True
168,True
169,True
170,True
171,True
172,True
173,True
174,False
175,True
176,False
177,True
178,True
179,True
180,False
181,True
182,True
183,False
184,False
185,True
186,False
187,True
188,False
189,True
190,True
191,True
192,True
193,False
194,False
195,True
196,True
197,False
198,True
199,True
200,True
201,True
202,False
203,False
204,False
205,True
206,True
207,True
208,True
209,False
210,True
211,False
212,True
213,True
214,True
215,True
216,False
217,False
218,False
219,True
220,True
221,False
222,True
223,False
224,False
225,False
226,True
227,False
228,True
229,False
230,True
231,False
232,True
233,False
234,True
235,False
236,False
237,True
238,False
239,False
240,True
241,False
242,False
243,True
244,True
245,True
246,True
247,False
248,True
249,True
250,False
251,False
252,True
253,True
254,False
255,True
256,True
257,True
258,True
259,False
260,True
261,True
262,True
263,True
264,True
265,False
266,False
267,True
268,False
269,False
270,True
271,False
272,True
273,True
274,False
275,True
276,False
277,False
278,True
279,True
280,False
281,True
282,True
283,True
284,True
285,True
286,True
287,False
288,True
289,True
290,True
291,True
292,True
293,True
294,True
295,False
296,False
297,True
298,False
299,True
300,True
301,True
302,False
303,True
304,True
305,False
306,True
307,True
308,True
309,True
310,False
311,True
312,False
313,True
314,True
315,True
316,True
317,True
318,False
319,False
320,True
321,False
322,True
323,False
324,False
325,False
326,False
327,True
328,False
329,False
330,True
331,False
332,True
333,False
334,True
335,False
336,True
337,False
338,False
339,False
340,False
341,True
342,False
343,True
344,True
345,True
346,False
347,True
348,False
349,False
350,True
351,False
352,True
353,False
354,True
355,False
356,False
357,False
358,False
359,True
360,True
361,True
362,True
363,True
364,True
365,True
366,False
367,True
368,True
369,True
370,True
371,True
372,False
373,False
374,True
375,True
376,True
377,True
378,True
379,True
380,False
381,True
382,False
383,True
384,False
385,True
386,False
387,False
388,False
389,True
390,True
391,False
392,False
393,False
394,True
395,True
396,False
397,True
398,True
399,False
400,True
401,True
402,True
403,False
404,True
405,True
406,True
407,False
408,False
409,False
410,True
411,True
412,False
413,False
414,True
415,True
416,False
417,False
418,True
419,False
420,False
421,False
422,False
423,True
424,True
425,False
426,True
427,True
428,False
429,True
430,False
431,False
432,True
433,True
434,True
435,False
436,False
437,True
438,True
439,True
440,True
441,True
442,False
443,True
444,False
445,True
446,False
447,True
448,True
449,True
450,True
451,False
452,True
453,True
454,True
455,True
456,False
457,False
458,True
459,False
460,True
461,True
462,True
463,False
464,True
465,True
466,True
467,True
468,False
469,True
470,True
471,True
472,False
473,False
474,True
475,False
476,False
477,True
478,True
479,False
480,True
481,True
482,True
483,False
484,False
485,True
486,True
487,True
488,False
489,False
490,True
491,False
492,True
493,True
494,False
495,False
496,True
497,False
498,False
499,True
500,True
501,False
502,False
503,True
504,False
505,True
506,True
507,True
508,False
509,True
510,False
511,True
512,False
513,True
514,True
515,True
516,True
517,True
518,False
519,False
520,True
521,True
522,True
523,True
524,False
525,True
526,True
527,True
528,True
529,False
530,True
531,False
532,True
533,True
534,False
535,False
536,False
537,True
538,True
539,False
540,True
541,True
542,True
543,True
544,True
545,True
546,True
547,True
548,False
549,False
550,True
551,False
552,True
553,False
554,False
555,False
556,True
557,True
558,True
559,False
560,True
561,True
562,True
563,False
564,False
565,True
566,False
567,False
568,False
569,True
570,False
571,True
572,False
573,True
574,True
575,True
576,False
577,True
578,True
579,True
580,True
581,False
582,True
583,True
584,False
585,True
586,False
587,True
588,False
589,False
590,False
591,True
592,False
593,True
594,True
595,True
596,False
